,subject,condition,encode_phase,response_phase,prop,mem_prop
365,104,CS+,acquisition,extinction,0.3333333333333333,0.16666666666666666
366,104,CS+,extinction,baseline,0.3333333333333333,0.5
367,104,CS+,extinction,acquisition,0.3333333333333333,0.5
368,104,CS+,extinction,extinction,0.3333333333333333,0.0
369,104,CS-,baseline,baseline,0.2916666666666667,0.5
370,104,CS-,baseline,acquisition,0.4166666666666667,0.5
371,104,CS-,baseline,extinction,0.2916666666666667,0.0
372,104,CS-,acquisition,baseline,0.2916666666666667,0.0
373,104,CS-,acquisition,acquisition,0.4166666666666667,1.0
374,104,CS-,acquisition,extinction,0.2916666666666667,0.0
375,104,CS-,extinction,baseline,0.20833333333333331,0.0
376,104,CS-,extinction,acquisition,0.5833333333333334,1.0
377,104,CS-,extinction,extinction,0.20833333333333331,0.0
378,105,CS+,baseline,baseline,0.4166666666666667,0.4761904761904762
379,105,CS+,baseline,acquisition,0.4166666666666667,0.3809523809523809
380,105,CS+,baseline,extinction,0.16666666666666666,0.14285714285714285
381,105,CS+,acquisition,baseline,0.6666666666666666,0.8
382,105,CS+,acquisition,acquisition,0.2916666666666667,0.2
383,105,CS+,acquisition,extinction,0.04166666666666666,0.0
384,105,CS+,extinction,baseline,0.5833333333333334,0.6153846153846154
385,105,CS+,extinction,acquisition,0.3333333333333333,0.3076923076923077
386,105,CS+,extinction,extinction,0.08333333333333333,0.07692307692307693
387,105,CS-,baseline,baseline,0.4583333333333333,0.4117647058823529
388,105,CS-,baseline,acquisition,0.2916666666666667,0.2352941176470588
389,105,CS-,baseline,extinction,0.25,0.35294117647058826
390,105,CS-,acquisition,baseline,0.3333333333333333,0.5454545454545454
391,105,CS-,acquisition,acquisition,0.4583333333333333,0.3636363636363637
392,105,CS-,acquisition,extinction,0.20833333333333331,0.09090909090909093
393,105,CS-,extinction,baseline,0.3333333333333333,0.3076923076923077
394,105,CS-,extinction,acquisition,0.3333333333333333,0.38461538461538464
395,105,CS-,extinction,extinction,0.3333333333333333,0.3076923076923077
396,106,CS+,baseline,baseline,0.625,0.5833333333333334
397,106,CS+,baseline,acquisition,0.2916666666666667,0.3333333333333333
398,106,CS+,baseline,extinction,0.08333333333333333,0.08333333333333333
399,106,CS+,acquisition,baseline,0.375,0.25
400,106,CS+,acquisition,acquisition,0.625,0.75
